,Rating,Comments,overall,negative,neutral,positive,compound
0,★★★★,hans zimmer: TICK TOCK MOTHERFUCKER,4.0,0.571,0.429,0.0,-0.7456
1,★★★,"so thank you, harry styles.",3.0,0.0,0.589,0.411,0.4201
2,★★★,chris nolan: actually can I have 100 more of these dark-haired british twinks?,3.0,0.0,1.0,0.0,0.0
3,★★★★★,harry styles and the mysterious ticking noise,5.0,0.0,1.0,0.0,0.0
4,★★★★,its ok christopher you can admit you just wanted harry styles running around a beach with 3 other white teenagers to recreate your world war 2 fanfiction of the thats what makes you beautiful video,4.0,0.098,0.704,0.198,0.4588
5,★★★,"i thought i got away with watching this on my laptop instead of imax but as soon as the credits started rolling, christopher nolan physically manifested in my room and started poking me in the left eye while yelling about the sanctity of the theatrical experience",3.0,0.0,0.93,0.07,0.5023
6,★★★★★,shook,5.0,1.0,0.0,0.0,-0.1027
7,★★★★½,Me: OH MY FUCKING GOD,4.5,0.0,0.509,0.491,0.5939
8,★★★★½,wow! my favorite part was *incomprehensible british mumbling*,4.5,0.0,0.458,0.542,0.7959
9,★★★★★,harry ate the FUCK out of that toast!!!!!,5.0,0.436,0.564,0.0,-0.7507
10,★★★★,i didn't understand a damn word these white men were saying half the time but you know what ! masterpiece!!,4.0,0.0,0.648,0.352,0.8464
11,★★,"The first 20 minutes or so is the best thing Nolan has ever accomplished. The rest is a formal experiment I find so meaningless, dull and empty that I felt completely alienated from everything on the screen.",2.0,0.19,0.646,0.164,-0.0402
12,★★★★★,"3rd time seeing this, 3rd time wishing i was dead, 3rd time crying.",5.0,0.404,0.492,0.104,-0.7579
13,★★★½,"While it does feel like a movie I should like because everyone else likes it, I still really like it. AMAZINGLY shot and great performances all around. I have nothing to say that hasn't already been said about it.",3.5,0.0,0.662,0.338,0.9363
14,★★★★½,i am incredibly surprised by my ability to spot harry styles in a crowd of white men,4.5,0.0,0.743,0.257,0.5413
15,★★★★½,tick tick tick tick tick tick tick tick,4.5,0.0,1.0,0.0,0.0
16,★★★★½,"damn, great scene.",4.5,0.346,0.128,0.526,0.34
17,★★★★,The theatrical experience is officially DEAD.,4.0,0.502,0.498,0.0,-0.7213
18,★★★★★,"filmed in glorious 70mm, with 'dunkirk,' christopher nolan shows us distinctly just how tiny kenneth branagh's lips are",5.0,0.0,0.802,0.198,0.6369
19,★★,"After an hour and a half I was like, ""This is the longest trailer I've ever seen.""",2.0,0.0,0.848,0.152,0.3612
20,★★★★½,the new three act.,4.5,0.0,1.0,0.0,0.0
21,★★★½,"((Plus the week really doesn't seem like a week, does it? More like two or three days. I'd suggest the structure is unnecessary were it not for Cillian Murphy's brief but superlatively disorienting appearance in ""The Mole.""))",3.5,0.09,0.91,0.0,-0.3343
22,★★★★,harry was a bit of a prick wasn't he,4.0,0.286,0.714,0.0,-0.34
23,★★★½,would love to understand one someday,3.5,0.0,0.543,0.457,0.6369
24,★★★★★,click here to hear/see the gushing,5.0,0.0,1.0,0.0,0.0
25,★★★★½,"my dad only gave this four stars & when i asked him what caused that whole star subtraction he stared mistily into space for a minute before he said thoughtfully, ""the boats ... the boats were too clean. not enough shitboxes"" and ya know i can't fault him on that! your move chris",4.5,0.0,0.853,0.147,0.7876
26,★★★,imagine being a harry styles fan and being excited that your fave is gonna be in his first ever movie and it's a nolan movie at that and you go to the cinema after months of anticipation you buy your ticket and then it ends and you realize all your fave did was eat some bread,3.0,0.0,0.805,0.195,0.872
27,★★★★,nolan knows that tom hardy's lips are the source of his power so ever since 2010 he's insisted on covering them up,4.0,0.0,1.0,0.0,0.0
28,★★★,fine lines,3.0,0.0,0.357,0.643,0.2023
29,★★★★½,"I have mixed feelings about taking my WWII vet grandfather, who is in his 90s, to this. The visceral intensity was distressing for him, and he also was frustrated at having to watch a WWII movie about fleeing and failure. Of course this is also what I think makes the film brave and brilliant.",4.5,0.15,0.735,0.115,-0.296
30,★★★★★,"in the middle my dad leaned in and asked me ""is that henry style""",5.0,0.0,1.0,0.0,0.0
31,★★★★½,"(fucking amazing film, again)",4.5,0.0,0.441,0.559,0.5859
32,★★★★★,love the part where the beach twinks are hiding in the ship waiting for the tide to come in and then the ting go skrrra pap pap ka ka ka skibidi pap pap & a pu pu drrr boom SKIAA,5.0,0.143,0.762,0.094,-0.0516
33,★★★★½,"u know what im not even surprised my thirsty ass developed a crush on barry keoghan and his weird ass face, i sensed there was an underlying thirsty reason behind my sudden irrational desperate desire to watch dunkirk and when barry and his sleeveless gap sweater flashed on my laptop screen at 1pm on this fated thursday afternoon I Knew",4.5,0.247,0.713,0.04,-0.8993
34,★★★★,"who knew nolan had something this stripped down and elemental in him? ""old bloke wouldn't even look us in the eye.""",4.0,0.0,1.0,0.0,0.0
35,★★★★,the sweaters in this are so on point it's kind of like a really intense J Crew ad,4.0,0.0,0.787,0.213,0.4215
36,★★★★½,knows how to do is immerse you into his films giving you the full theater experience no matter where your watching it.,4.5,0.089,0.769,0.142,0.0772
37,★½,", home is where the heart is. Maybe by the time Nolan makes his space western, the truth will set him free.",1.5,0.0,0.772,0.228,0.6808
38,★★★½,"oh, whoa, whoa-oh",3.5,0.0,1.0,0.0,0.0
39,★★★★★,"I honestly don't know what to say. Everything everybody said about this was right on the money. Gorgeous, grueling, tense, visceral, gut-wrenching, haunting, powerful, fucking loud. There's about 3 minutes of peace before the tension starts, and it does not let up at any point in the movie from then on. Every aspect of this movie was done so well, it's astounding. Absolutely see it in IMAX 70mm if you can.",5.0,0.079,0.698,0.222,0.9232
40,★★★★½,: ...no,4.5,0.0,1.0,0.0,0.0
41,★★★★★,"I was going to make a joke about how pretty all those boys were but a film this good doesn't deserve that. This is incredible. Nolan's talent is unrivalled. I cannot put into words how good this was or how well it was made, just... wow",5.0,0.0,0.589,0.411,0.976
42,★★★★½,the ideal way to see this is in IMAX but I almost went deaf just seeing it in regular theaters... Nolan trying to kill me... Also I can't believe it's 2017 and 1D is still getting my coins smh,4.5,0.208,0.744,0.048,-0.8519
43,★★★½,i watched this in imax while drinking a large tim hortons iced capp and i came VERY close to dying,3.5,0.0,1.0,0.0,0.0
44,½,"vain british chauvinism coupled with nolan's usual sweatshop approach to visual design. this is nothing more than an obtuse and literally deafening exercise in conservative revisionist history and bludgeoning the viewer into submission through sheer force of sound mixing. almost an immaterial narrative, there's nothing of emotional content here, it's a series of unremarkable vignettes that are all spectacularly boring in their own unique ways. nolan is the winston churchill of filmmaking: a stubborn fascist who's managed to bully his way into convincing people that he's a noble genius.",0.0,0.181,0.763,0.056,-0.8896
45,★★★★★,www.larsenonfilm.com/dunkirk,5.0,0.0,1.0,0.0,0.0
46,★★★★★,"i don't even know what to say, this is a masterpiece y'all.....christopher nolan did THAT",5.0,0.0,0.745,0.255,0.6249
47,★★★★★,"Checked this out at my local IMAX theater. It really might be Christopher Nolan's masterpiece, at least from a technical standpoint. And it's also the one film that feels the least Nolan-like. The Hans Zimmer score is intense as hell. And the dogfight scenes with the spitfire planes are absolutely exhilarating and breathtaking. It's a gorgeous looking war film that ranks as one of the best contemporary WW2 films along with Saving Private Ryan and The Thin Red Line.",5.0,0.087,0.709,0.204,0.8849
48,★★★★★,my heart was beating at 300 bpm for 100 minutes,5.0,0.25,0.75,0.0,-0.4588
49,★★★★,"were the casting requirements for everyone in this movie just ""have a good facial bone structure""",4.0,0.0,0.828,0.172,0.4404
50,★★★★½,Watched again because Harry Styles,4.5,0.0,1.0,0.0,0.0
51,★★★★★,"""No more questions Shivering Soldier""",5.0,0.355,0.645,0.0,-0.296
52,★★★★,"Telling the story from a numbers of different perspectives and yet not confusing are really astonishing. Nolan does an incredible job of making a war movie without any blood, we never see a German, and dialogue is at a minimum. Instead, cinematography and color are magical. Hans Zimmer's excellent soundtrack, creates a tense atmosphere where time feels like it's running out. Great cast. Also who would know Harry Styles could actually act. I wanted a little more of an emotional payoff, but this is a solid film and is well worth your time.",4.0,0.043,0.771,0.186,0.8662
53,★★★★,I searched for quotes from this movie to use in this review but all that came up were lines of inaudible mumbling and whispering,4.0,0.0,1.0,0.0,0.0
54,★★★★,1d stans: heres how harry styles can still win best actor,4.0,0.0,0.529,0.471,0.8402
55,★★★★★,"When a film gives you so many goosebumps and makes your heart beat so many times that you cannot keep count, you know you are in a ride for something masterfully intense. Great to see you back in action, Nolan.",5.0,0.0,0.87,0.13,0.6597
56,★★★,Beautiful film.,3.0,0.0,0.204,0.796,0.5994
57,★★★★★,me rolling off my bed and slamming onto the ground every time the soldiers leap off the sinking boats into the water: YOU JUMP I JUMP,5.0,0.0,1.0,0.0,0.0
58,★★★★½,christopher nolan said actually can i have 1000 more of those little brunette bitches,4.5,0.232,0.768,0.0,-0.5606
59,★★★★★,imax more like diemax amirite folks,5.0,0.0,0.642,0.358,0.4201
60,★★★★,https://t.co/0KGMy1Dbtx,4.0,0.0,1.0,0.0,0.0
61,★★★★★,"Much, much more on this later.",5.0,0.0,1.0,0.0,0.0
62,★★★★½,is an amazing war film.,4.5,0.364,0.28,0.355,-0.0258
63,★★★★½,ohthatfilmblog.com/2017/07/24/dunkirk-2017/,4.5,0.0,1.0,0.0,0.0
64,★★★,"who's gonna tell christopher nolan that his serious war movie was a little less intense due to the fact that he cast a group of men that all look like harry styles, one of which is the actual harry styles.",3.0,0.151,0.791,0.058,-0.4536
65,★★★★½,"me, lying awake in bed in the middle of the night, on the verge of a panic attack: tick tock.....................",4.5,0.38,0.62,0.0,-0.8689
66,★★★★★,"Yours sincerely, the defender and protector of the shivering soldier.",5.0,0.0,0.64,0.36,0.5423
67,★★★★,80,4.0,0.0,1.0,0.0,0.0
68,★★★½,"I get that they're British, but 80% of all civilian/nurse dialogue is basically: ""can I get you a cup of tea?""",3.5,0.0,1.0,0.0,0.0
69,★★★★★,"I'd love to know why, of all people, Harry Styles was put in this movie. I'm not complaining, I'm just curious as to why.",5.0,0.0,0.722,0.278,0.7959
70,★★★★★,Original review video here,5.0,0.0,0.566,0.434,0.3182
71,★★★★★,Original review video here,5.0,0.0,0.566,0.434,0.3182
72,★★★★★,Dunkirk is a masterpiece.,5.0,0.0,0.328,0.672,0.6249
73,★★★★★,did hans zimmer ticking make me anxious or was i anxious before i started the film?,5.0,0.25,0.75,0.0,-0.4588
74,★★★★,A terrifying account of when soldiers are completely cut off from all avenues of escape and have no choice but to go in one direction.,4.0,0.209,0.741,0.05,-0.51
75,★★★★½,Christopher Nolan really knows how to make an amazing film.,4.5,0.0,0.703,0.297,0.5859
76,★★★★,harry styles i love your work,4.0,0.0,0.488,0.512,0.6369
77,★★★★½,me whenever Farrier does anything: That's one hell of a pilot!,4.5,0.352,0.648,0.0,-0.7088
78,★★★★★,Christopher Nolan just made a Terrance Malick film and I loved every second of it.,5.0,0.0,0.755,0.245,0.5994
79,★★★★,"christopher nolan's camera/cillian murphy's eyes. 100k. mutual pining, soulmates, friends to lovers",4.0,0.0,0.606,0.394,0.7579
80,★★★½,there are 40 thousand british twinks with jawlines and thick english mumbles that this shit just became a gay film! thank you daddy nolan !!,3.5,0.173,0.743,0.084,-0.5612
81,★★★★★,"A thunderous, awe-inspiring symphony of intense, visceral filmmaking, Dunkirk makes for an impeccably structured, terrifically acted, thoroughly engrossing experience that only Christopher Nolan could deliver.",5.0,0.0,0.846,0.154,0.4588
82,★★★½,cillian murphy as the shivering soldier we love to see that,3.5,0.0,0.704,0.296,0.6369
83,★★★★★,"GLIDE, PLANE BOY, GLIDE",5.0,0.0,1.0,0.0,0.0
84,★★★★,so yeah this lives up to the hype! and harry styles is great in this who knew he could act?,4.0,0.0,0.723,0.277,0.7836
85,★★★★,"I was pretty drunk watching this film, but it seemed dope.",4.0,0.144,0.678,0.178,0.1027
86,★★★★★,I have lost faith in humanity,5.0,0.284,0.37,0.346,0.128
87,★★★½,"If you're planning to see this, go see it in 70mm.",3.5,0.0,1.0,0.0,0.0
88,★★★,"i remember when this came out and a friend of mine was going to see it and i told him not to tell me any spoilers and then suddenly hours after the fact, i had realized i had fucked up",3.0,0.108,0.813,0.079,-0.296
89,★★★★★,5/5,5.0,0.0,1.0,0.0,0.0
90,★★★★★,It's gonna win a BUNCH of awards.,5.0,0.0,0.37,0.63,0.7783
91,★★★★½,This could easily end up being my most rewatched film of the year.,4.5,0.0,0.833,0.167,0.34
92,★★★★★,again i'm speechless. CN has done it again. i really can't say anything apart from this is the best war film i've ever seen and i've never experienced anxiety and tension in a film before like this.,5.0,0.14,0.675,0.185,0.2542
93,★★★★½,for a dollar name a woman,4.5,0.0,1.0,0.0,0.0
94,★★½,I Wish I Was At Home Watching The Thin Red Line,2.5,0.0,0.748,0.252,0.4019
95,★★★★★,is a god of making haunting and blood-curdling scores .,5.0,0.206,0.588,0.206,0.0
96,★★★½,"This is shot so well, wow. But that's about it. Still a great time!",3.5,0.0,0.471,0.529,0.9044
97,★★★★,"Little more than a mid-length experiment in cross-cutting as Hollywood blockbuster, and very fun to study just for that purpose.",4.0,0.0,0.694,0.306,0.8173
98,★★★★★,"Dunkirk is a cinematically brilliant and a storytelling wonder. The actualization of the gritty aspecrs of war, along with the intense emotions gripping each soldier involved is one to behold. Those who are familiar with the history of the evacuation of the British army from the French beaches of Dunkirk in 1940 may have seen the past dry/unremarkable film and documentary versions recounting this event. The film is a complete 180 degree turn in both the visual and very intense soundtrack experience by Hans Zimmer. Overall, Christopher Nolan proves to us again of his versatility while still retaining his masterful touch.",5.0,0.037,0.901,0.061,0.128
99,★★★★★,perfect in every sense of the word !!! this film truly owns me and my weak heart ... wow i love feeling every emotion possible and being unable to breathe for 107 minutes !!!,5.0,0.061,0.572,0.366,0.9368
100,★★★★★,Me (Wiping my tears) : I Know...,5.0,0.0,1.0,0.0,0.0
101,★★★★,I like the idea of a ship named Mimosa in a war,4.0,0.291,0.522,0.187,-0.34
102,★★★★★,"Christopher Nolan, 75th Annual Golden Globe Awards, year of our Lord (Nolan himself) 2018.",5.0,0.0,0.812,0.188,0.4588
103,★★★★,"While I wasn't completely blown away by the story, Dunkirk was still very affective in establishing its tone and transporting you into the war zone. The film wasn't completely memorable, but it had enough shocking images and tense conflicts to make Christopher Nolan's war epic a powerful experience.",4.0,0.29,0.65,0.06,-0.9343
104,★★★★,christopher nolan i watched this on my laptop please forgive me,4.0,0.0,0.645,0.355,0.5267
105,★★★★,"y'all know that vine of that dude folding clothes and singing ""you better watch out you better watch out YOU BETTER WATCH OUT"" with more and more intensity? this is the 106 minute version of that. I feel like I just had 20 panic attacks in a row. thanks hans zimmer.",4.0,0.1,0.661,0.239,0.824
106,★★★★½,Chapeau for Christopher Nolan. Always a warranty.,4.5,0.0,1.0,0.0,0.0
107,★★★★,Stunningly visceral and masterfully crafted.,4.0,0.0,1.0,0.0,0.0
108,★★★★★,hans zimmer better be ready to pay for my gotdamn therapy sessions,5.0,0.089,0.57,0.342,0.6124
109,★★★★,when harry styles wins his academy award...then you will see,4.0,0.0,0.709,0.291,0.5719
110,★★★★★,That feel when you think you love a movie because it's about history and has non-linear story-telling but over time you realize it's more because of how it heavily relates to and relies on the need to care about and help other people even if you don't know them because with so much bad stuff happening in the world it's impossible to survive without the kindness of other people!!!!,5.0,0.101,0.759,0.14,0.4991
111,★★★★½,"Also, I finally finished all the Best Picture Nominees of 2017!",4.5,0.0,0.667,0.333,0.6696
112,★★★★★,makes him tear up.,5.0,0.0,1.0,0.0,0.0
113,★★★★★,"Four dimensions: Height, Width, Depth, and Time. Four elements: Earth, Air, Fire, Water. One goal: Survival. The enemy has no face, but makes its intention known: Death. On one side, we are all driven by our individual impulses. On another, we show community and selflessness. Even though the nature of existence is constantly being threatened, hope still lingers. A miracle can save us, so just hang in there. Home is within your grasp.",5.0,0.162,0.694,0.145,0.1154
114,★★★★,really wish I could understand people with British accents,4.0,0.0,0.7,0.3,0.4576
115,★,"Hey, Nolan please stop making films.",1.0,0.259,0.471,0.271,0.0258
116,★★★★½,"Christopher Nolan's Dunkirk, recreates the full story of the retreat. Rather than the usual eulogies of military and civilian unity against foreign enemies, he reveals the true relationship between war and everyone through three perspectives, one hour, one day and one week, in a panoramic interweaving of sea, land and air. It not only makes you see the history, but also brings you back to the beach of despair and death, and takes you through Dunkirk all over again.",4.5,0.146,0.817,0.037,-0.8898
117,★★★★½,THANKS CHRIS NOLAN AND HANS ZIMMER FOR MAKING ME HAVE 50 FUCKIN HEART ATTACKS IN THE MIDDLE OF THE CINEMA... I FELT LIKE I PERSONALLY WAS ABOUT TO BE SHOT AT ANY MOMENT TALK ABOUT FUCKING VISCERAL...,4.5,0.085,0.753,0.162,0.4995
118,★★★★½,I feel like going in knowing about the actual circumstances of the battle will help a lot with expectations though.,4.5,0.114,0.658,0.228,0.3818
119,★★★★★,Let it overwhelm you.,5.0,0.362,0.638,0.0,-0.1779
120,★★★★★,"My words are limited, which make me wanna see it again, but Dunkirk is one of the greatest achievements in directing and editing ever to grace the silver screen. 20 years from now, it'll be shown in film school.",5.0,0.031,0.767,0.202,0.8765
121,★★★★½,"2 hours of me asking myself ""is that one harry styles?""",4.5,0.0,1.0,0.0,0.0
122,★★★★★,someone please reassure me that Tom Hardy makes it safely out of german imprisonment after the end of the movie thank you,5.0,0.0,0.565,0.435,0.9022
123,★★★½,omg i can't believe harry styles fought in world war ii,3.5,0.437,0.563,0.0,-0.7351
124,★★★★★,THE BEST WAR MOVIE EVER!,5.0,0.342,0.263,0.394,0.1511
125,★★★★★,"i love MY best picture winner (the shape of water deserved to win too tho, and i am SO happy for gdt)",5.0,0.0,0.42,0.58,0.971
126,★★★★★,"still completely blows me away, and i love this cast so fucking much",5.0,0.0,0.724,0.276,0.6369
127,★★★½,Full Review,3.5,0.0,1.0,0.0,0.0
128,★★★★,I want Cillian Murphy to kill me next!,4.0,0.442,0.443,0.115,-0.69
129,★★★★★,"my favourite character in this is collins, (the RAF pilot that isn't tom hardy) don't ask me why, i have no idea i just love him and i want a backstory",5.0,0.069,0.757,0.174,0.5106
130,★★★★★,I started crying as soon as he started reading the newspaper out loud wow I love happy endings,5.0,0.116,0.448,0.437,0.8625
131,★★★★★,Nothing quite hits my emotions like when that engine cuts.,5.0,0.173,0.63,0.197,0.0772
132,★★★½,Watched this in an imax theater where my buddy works. We weren't supposed to be there but he didn't get in trouble.,3.5,0.0,0.879,0.121,0.438
133,★★★★,Very good.,4.0,0.0,0.238,0.762,0.4927
134,★★★½,hans zimmer SNAPPED with this score my bones were tingling with dread,3.5,0.214,0.786,0.0,-0.4588
135,★★★★,is a remarkable film.,4.0,0.0,0.357,0.643,0.5574
136,★★★★½,"Nolan's most technically proficient film. So stressful yet so freeing by the end and imbued with so much reality, identity, and soul. That ending made me cry this time - it felt like home.",4.5,0.161,0.697,0.142,-0.2023
137,★★★★★,"- Jack Lowden as Collins, but also me every 10 seconds for 107 minutes.",5.0,0.0,1.0,0.0,0.0
138,★★★★★,"Christopher Nolan's WWII drama is suberbly crafted with moments of intense dread, its brillantly put together with some fantastic visual imagery and very little dialogue...another surprising aspect the film's length , in a age of bloated running times - this runs at under two hours which does'nt feel overstuffed or underserved...with a cast delivering unshowy performances (Tom Hardy, Mark Rylance, Kenneth Branagh & Cillian Murphy) Dunkirk just might be one of the years finest movies if not than probably one the most important.",5.0,0.035,0.83,0.136,0.7769
139,★★★★½,WOW GUYS WOW,4.5,0.0,0.116,0.884,0.8225
140,★★★★★,i would die for this film,5.0,0.494,0.506,0.0,-0.5994
141,★★★★★,anyway i love this movie a lot so it was worth it,5.0,0.0,0.557,0.443,0.7479
142,★★★★,"No doubt the most gorgeous film of the year, even for a Nolan bottle episode. Dunkirk is tense and droning I'm surprised my butthole held up. So perfectly plotted I like to imagine those many sleepless nights Nolan must of spent in low light looking vaguely like a sweaty Quentin Tarantino, making flow charts. Is it in Tom Hardys contract to have his face covered up?",4.0,0.116,0.68,0.204,0.8407
143,★★★★½,at something than I have at this movie.,4.5,0.0,1.0,0.0,0.0
144,★★★★½,pretty bold choice on nolan's part to go ahead and invent the color blue like that,4.5,0.0,0.61,0.39,0.8074
145,★★★★½,Nolan at his absolute best. Breathtaking cinematography,4.5,0.0,0.41,0.59,0.802
146,★★★★½,... But then again...,4.5,0.0,1.0,0.0,0.0
147,★★★½,Netflix. vista desde mi celular de pantalla 5.5' y con auriculares. tal como Nolan hubiese querido que la vea.,3.5,0.0,1.0,0.0,0.0
148,★★★★★,"Not just a movie, a full experience",5.0,0.0,1.0,0.0,0.0
149,★★★,"I have to say it, Harry Styles is a good actor",3.0,0.0,0.734,0.266,0.4404
150,★★★★★,me: *googles* how to donate eyeballs,5.0,0.0,1.0,0.0,0.0
151,★★,Probably my second least favourite cinema experience this year so far.,2.0,0.0,1.0,0.0,0.0
152,★★★★,chris nolan really made another fuckin movie where he hides tom hardys beautiful face turn on ur location u fuckin coward,4.0,0.184,0.664,0.152,0.0516
153,★★★★½,"And so, with 'Sign of the Times' and now this, Harry Styles's redemption is complete. I'll write more about this later.",4.5,0.0,1.0,0.0,0.0
154,★★★★½,Can't wait until Warner Brothers submits the screenplay to the Academy and I can finally learn what they're saying.,4.5,0.0,1.0,0.0,0.0
155,★★★★★,"shook me to my core- when a few of those bombs got dropped on the beach in the opening scene, I could literally feel my chest vibrating from how loud the sound design was. And once it was all over, I basically felt like Cillian Murphy's character, completely shell-shocked. I'm still reeling from the whole thing.",5.0,0.026,0.929,0.046,0.2732
