,Rating,Comments,overall,negative,neutral,positive,compound
156,★★★★,"lmao at that one extra who ruined what was supposed to be the best scene in the movie because he couldn't contain his excitement, a legend.",4.0,0.164,0.603,0.233,0.5223
157,★★★★,"I liked it a lot - but can't say I loved it. That may change on the rewatch, I'm not sure. There's a lot to take in here and a lot of themes to ponder before I actually write a full review. So don't take what I'm saying now (or even the rating) as a permanent thing.",4.0,0.124,0.84,0.035,-0.6968
158,★★★★★,in IMAX 70mm film.,5.0,0.0,1.0,0.0,0.0
159,★★★★½,Can you even imagine how stressful it must have been to be an Academy voter in 2017 and having to pick between 6 or 7 modern classics for everything? As someone who cannot make a decision to save their life I would've simply passed away.,4.5,0.073,0.857,0.07,-0.0258
160,★★★★★,Masterpiece.,5.0,0.0,0.0,1.0,0.6249
161,★★★★½,it's just such an intense experience. idk if it'd hold up watching it on a smaller screen or in hindsight but for now i like it.,4.5,0.045,0.789,0.165,0.4939
162,★★★★½,I am hundred procent sure that Nolan got some inspiration from La Haine with his ticking sound.,4.5,0.0,0.711,0.289,0.6908
163,★★★★½,of 2017 so far :),4.5,0.0,0.55,0.45,0.507
164,★★★★½,holy shit.,4.5,0.783,0.217,0.0,-0.5574
165,★★★★★,this was my first experience with imax and wow Cillian Murphys eyes were even bluer,5.0,0.0,0.787,0.213,0.5859
166,★★★★,i accidentally got drunk at dinner right before seeing this with my parents but you bet your ass i sobered up the second i saw Sir Harry Edward Styles making his big screen debut,4.0,0.225,0.775,0.0,-0.7992
167,★★★★½,is still bullshit,4.5,0.655,0.345,0.0,-0.5859
168,★★★★½,"me after seeing tom glynn-harney and jack lowden look like they do for an hour and a half: yeah, can I get 5 more of these little blond bitches?",4.5,0.116,0.734,0.15,0.0202
169,★★★★★,every time cillian murphy looks scared i level up,5.0,0.293,0.707,0.0,-0.4404
170,★★★★½,dear god i love a white man by the name of tom hardy,4.5,0.0,0.376,0.624,0.891
171,★★★★,lets play guess which is the main character or what his name is,4.0,0.0,0.833,0.167,0.34
172,★★★★,I've read many reviews claiming that this movie lacks character development but I think that Nolan was trying to show that soldiers are like robots... They just follow orders without questioning but I might be wrong.,4.0,0.104,0.778,0.118,-0.1169
173,★★★★★,"Como dice el comandante Bolton: ""For the French"".",5.0,0.0,1.0,0.0,0.0
174,★★★★★,This may very well win the coveted Best Picture award at next year's Oscars.,5.0,0.0,0.414,0.586,0.9345
175,★★★★½,I didn't think that we'd get to the point in time where a Christopher Nolan film is UNDERRATED but here we are.,4.5,0.0,1.0,0.0,0.0
176,★★★★½,hans zimmer IS TOO GOOD AT HIS JOB,4.5,0.0,0.658,0.342,0.5622
177,★★★★★,when this movie was released i thought harry styles was going to be terrible in this but he was really good. the soundtrack is fantastic by Hans zimmer. plus the imax shots are amazing looking on my 4k tv. but overall great war movie.,5.0,0.115,0.574,0.311,0.9397
178,★★★★★,"Nolan's experimental amalgamation of his entire filmography: time, symbols, elements, duty, and the exhausted people caught in the flux of it all.",5.0,0.106,0.894,0.0,-0.3612
179,★★★★★,"Although the lack of a big screen and excellent sound system does decrease its impact, Dunkirk still stands as incredible filmmaking thanks to Nolan's strongest direction yet. The year's most technically strong film, and a riveting piece all around.",5.0,0.049,0.675,0.276,0.8952
180,★★★★★,= 5/5,5.0,0.0,1.0,0.0,0.0
181,★★★★★,Incredible film. Superbly crafted and extremely moving.,5.0,0.0,1.0,0.0,0.0
182,★★★★★,i still don't know what to say. just stunning,5.0,0.0,0.729,0.271,0.3818
183,★★,bit.ly/2w31Q7O,2.0,0.0,1.0,0.0,0.0
184,★★★★★,"christopher nolan, the only man to simultaneously make me cry tears of suffering and nut because of the amazing directing",5.0,0.29,0.573,0.136,-0.5106
185,★★★½,2017 Films Ranked,3.5,0.0,1.0,0.0,0.0
186,★★★,Maybe i should watch this in the cinema?,3.0,0.0,1.0,0.0,0.0
187,★★★★★,"There's a scene in Lost in Translation where Bill Murray is acting out his whisky commercial and the director(through a translator) is telling him to do it with ""More intensity."" This is what the Fuck they were talking about Bill!!",5.0,0.151,0.849,0.0,-0.7494
188,★★★★½,is it fucked up that this is one of my comfort movies,4.5,0.26,0.592,0.148,-0.4404
189,★★★★★,Near perfect viewing experience the 70MM is so beautiful the only downside was sometimes I'd stare at the top right corner of the screen looking for the cigarette burns.,5.0,0.053,0.667,0.28,0.8588
190,★★★★★,i'm never going to get that fucking ticking sound out of my head. masterpiece. adios.,5.0,0.0,0.773,0.227,0.6249
191,★★★★★,"A defining career moment for Christopher Nolan, and a high point for the art of filmmaking.",5.0,0.0,1.0,0.0,0.0
192,★★★★,cillian murphy and harry styles in one movie. i don't think you understand i'm obsessed,4.0,0.116,0.884,0.0,-0.1779
193,★★,"Good thing they survived, or else we wouldn't have One Direction.",2.0,0.0,0.592,0.408,0.7351
194,★★★★★,"This movie was almost as effective on a tiny screen as it was in IMAX and that says something. So much better than I remembered and I remembered it as being amazing. If the ending doesn't make you emotional, I don't know what will.",5.0,0.031,0.762,0.207,0.854
195,★★★★,i was so confused bc all of those twinks looked the same!,4.0,0.224,0.776,0.0,-0.4376
196,★★★★★,www.cineenserio.com/dunkerque-christopher-nolan-arte-y-vida/amp/,5.0,0.0,1.0,0.0,0.0
197,★★★★½,"The narrative structure was a little tough to get used to, to the point that I'm just hoping I understood everything properly. The lack of backstory and exposition was a risk that could be polarizing depending on if everybody reads the situation and subtext the same. I felt super drawn into the plot and the immersive filmmaking helped a whole lot.",4.5,0.089,0.806,0.106,0.4754
198,★★★★★,Only my second watch. I really should watch this more often.,5.0,0.0,1.0,0.0,0.0
199,★★★,sexy harry styles sexy tom hardy DILF KENNETH BRANAGH sexy cillian murphy,3.0,0.0,0.383,0.617,0.9169
200,★★★★½,Quite the experience to revisit.,4.5,0.0,1.0,0.0,0.0
201,★★★★½,9/10,4.5,0.0,1.0,0.0,0.0
202,★★★★★,harry styles lemme talk to u,5.0,0.0,1.0,0.0,0.0
203,★★★★★,These lads have been in their forever home (my heart) for a year,5.0,0.0,1.0,0.0,0.0
204,★★★★★,got.,5.0,0.0,1.0,0.0,0.0
205,★★★★½,Second time around I'm even more shook.,4.5,0.22,0.78,0.0,-0.1761
206,★★★★★,harry THESPIAN styles,5.0,0.0,1.0,0.0,0.0
207,★★★★★,6/5,5.0,0.0,1.0,0.0,0.0
208,★★★★,After seeing both BR2049 and Dunkirk in one day I can confirm that Hans Zimmer is God,4.0,0.0,0.877,0.123,0.2732
209,★★★★★,essentially a 107 minute long WW2 version of Potter Puppet Pals: The mysterious ticking noise,5.0,0.0,1.0,0.0,0.0
210,★★★★,i am horny for this sound design,4.0,0.0,1.0,0.0,0.0
211,★★★★★,Dunkirk is not a film. It is an experience.,5.0,0.0,1.0,0.0,0.0
212,★★★★★,Watching this at midnight is my revenge against my neighbors for being loud in the morning,5.0,0.185,0.815,0.0,-0.5267
213,★★★★,trilogy,4.0,0.0,1.0,0.0,0.0
214,★★★★½,Harry Styles acting phew,4.5,0.0,1.0,0.0,0.0
215,★★★★★,?????? the acting??? the intensity???? christopher nolan deserves all of the awards holy shit. a true masterpiece.,5.0,0.136,0.454,0.41,0.8053
216,★★★★½,probably a masterpiece.,4.5,0.0,0.196,0.804,0.6249
217,★★★★★,anyway i cried the whole time,5.0,0.394,0.606,0.0,-0.3818
218,★★★,I stopped paying attention for a solid 10 minutes because I was just thinking about The Thin Red Line,3.0,0.109,0.8,0.091,-0.0772
219,★★★★½,why does cillian murphy always look like he's been in a room doing hard drugs for 10 years and then one day decided to become an actor,4.5,0.05,0.86,0.09,0.2732
220,★★★★½,Probably the most insane theater experience I've ever had. (70MM IMAX),4.5,0.23,0.77,0.0,-0.4576
221,★★★★½,JESUS CHRIST ON A BIKE,4.5,0.0,1.0,0.0,0.0
222,★★★★½,P.S. I have never been so frightened by the sound of an airplane before.,4.5,0.238,0.762,0.0,-0.5777
223,★★★★★,god I want to wrap a blanket around cillian murphy and then die so bad,5.0,0.404,0.433,0.164,-0.79
224,★★★★½,"Say what you will about digital projection, nothing compares to seeing a movie projected on film. This film MUST be seen in a theatre and preferably on film.",4.5,0.0,1.0,0.0,0.0
225,★★★★★,HAPPY 4 YEARS !!,5.0,0.0,0.285,0.715,0.7199
226,★★★★★,Tom Hardy is amazing and should be in every movie. So is Cillian Murphy.,5.0,0.0,0.649,0.351,0.7579
227,★★★★½,"You did it again, Chris!!",4.5,0.0,1.0,0.0,0.0
228,★★★★½,Commander Bolton: Home.,4.5,0.0,1.0,0.0,0.0
229,★★★★,"All spectacle, all of the time. While it's definitely the most idiosyncratic and intimidating entry in the Nolan canon thus far in terms of subject matter, it does make for one hell of an intense, meditative, and poignant thrill ride. RIP George.",4.0,0.147,0.663,0.19,-0.1935
230,★★★★½,"Nolan why are you so good whyyyy? One of the best looking Nolan movies for sure, it's such a pleasure to watch plane scenes like true cinema right there. I really love how we don't know anything about our characters because that makes they feel equally important, their experience is what matters the most in that moment. This is how you make a real war movie!!!",4.5,0.046,0.628,0.326,0.9706
231,★★★★★,emotion. Nothing short of a masterpiece. Literally so close to making my top 4.,5.0,0.205,0.683,0.112,-0.3599
232,★★★★½,to be tom glynn carney on a boat with cillian murphy <3,4.5,0.0,0.775,0.225,0.4404
233,★★★★★,"i saw this in imax when it came out in theaters and i was BLOWN AWAY. this film is seriously a masterpiece. the acting, the sound design, the editing back and forth between the stories, the cinematography.. i don't really know what i can say that could possibly do this film justice. ALSO harry styles, am i right? christopher nolan is probably a genius, huh?",5.0,0.026,0.852,0.122,0.7998
234,★★½,"Other than that I was just mostly annoyed at the immensely irritating score. I know it is supposed to help with the building terror/anxiety, but it mostly just made me want to turn the film off in its entirety...",2.5,0.095,0.823,0.082,-0.128
235,★★★★,"cinema experience in the summer which I, unfortunately, couldn't partake in. Did that hinder the possibility of a higher rating? We'll never know.",4.0,0.103,0.897,0.0,-0.34
236,★★★★★,"A phenomenal film about humanity's cruelty and compassion. Dunkirk is a film only Nolan could make, a story of hope that completes with a nightmarish ending. Utter terror is what the characters feel throughout all of Dunkirk, and by the end, the audience is tired. Tired of staring at the horrors portrayed, tired of hearing how terrible the sounds of gunfire are, and tired of war's inherent tragedy. Even without the IMAX format, this is what pure bravado cinema can be, something utterly thrilling to watch but even more distressing to think about afterwards. What a haunting work. What an extraordinary accomplishment.",5.0,0.227,0.72,0.053,-0.952
237,★★★★,"I thought from the trailers that this was going to be Nolan's Heaven's Gate, but it's perversely and delightfully pared down to almost experimental proportions, an exercise in (literal, if you include the score, and how could you not?) clock-ticking tension that comes close to eschewing dialogue altogether. I have no idea if this approach is more authentic or historically accurate than conventional war narratives, but it does feel like a refreshing contrast anyway.",4.0,0.174,0.733,0.094,-0.7964
238,★★★★,Christopher Nolan Hates Tom Hardy's Face (Part 2 of 2),4.0,0.266,0.734,0.0,-0.4404
239,★★★★,whats that noise its me shitting meself everytime a bullet hits the side of tom hardys metal plane,4.0,0.149,0.851,0.0,-0.4215
240,★★★★½,"also Christopher Nolan: I let Harry Styles from One Direction say ""fuck"" two times in my movie",4.5,0.0,1.0,0.0,0.0
241,★★★★★,"None of the actors in this movie are going to win any awards, and that is a massive compliment. All of the pretension that comes with acting/performing is dynamited in this film, and we instead get extremely real feeling characters and very raw performances.",5.0,0.037,0.737,0.226,0.8683
242,★★★,OK but did that poor boy ever get to take a shit?,3.0,0.476,0.421,0.103,-0.8436
243,★★★★★,"where the enemy is the shark - hardly seen other than fins and wings, the battlefield is the water, Cillian Murphy is Brody, Mark Rylance is Hooper and Tom Hardy is Quint, even succumbing to the antagonist like Quint in the end. And Zimmer is full-on Williams with the music, his most tense and release score, seemingly ratcheting your nerves and then unleashing all stress sometimes within the same montage. Love him or hate him for it, Nolan is the cross-cutting montage king.",5.0,0.194,0.713,0.093,-0.8479
244,★★★★★,See it on the biggest screen you can.,5.0,0.0,1.0,0.0,0.0
245,★½,Film is alive but cinema is dead.,1.5,0.467,0.392,0.141,-0.7311
246,★★★★,"Emotionally bland unless that emotion is stressful anticipation. But that's okay, in a movie like this I'm not looking to have my heart strings tug on (although the portion with Rylance does have some emotional heft), rather I'm looking for technical wizardry and design on a monumental scale, which it delivers with aplomb. Judged on what it is looking to accomplish, it's a near perfect war movie.",4.0,0.093,0.726,0.18,0.5719
247,★★★★½,Us : nolan go slrrrp,4.5,0.0,1.0,0.0,0.0
248,★★★★★,"This is a masterpiece, I'm in love with the sound editing and the cinematography (those air scenes were nothing but perfect). Every single performance is great, even if no one had ""enough"" screentime, the moments they were given were fucking great. For a Nolan and a war film it feels way too short but either way it manages to be awesome. It's almost sad how satisfying yet upsetting that ending is, I can't stop thinking about it.",5.0,0.151,0.585,0.264,0.919
249,★★★★,"was a great film the first time I watched it, but this second viewing really made me love it.",4.0,0.0,0.632,0.368,0.8672
250,★★★★★,but then I decided to rewatch this movie,5.0,0.0,1.0,0.0,0.0
251,★★★★½,"buttttttt thank you all for reading my reviews. It means a lot, to feel cared about. I wish you all the best of luck on the new year.",4.5,0.0,0.58,0.42,0.9349
252,★★★★½,hacksaw ridge retire bitch,4.5,0.559,0.441,0.0,-0.5859
253,★★★★★,I had three (3) heart attacks,5.0,0.42,0.58,0.0,-0.4404
254,★★★★,Wow. NO EXPOSITION-FILLED DIALOGUE? Hooray!,4.0,0.238,0.162,0.6,0.6661
255,★★★½,"A solid, unglamorous war movie. I guess that's all we can ask for these days.",3.5,0.236,0.667,0.097,-0.5106
256,★★★★★,"tom hardy, once again, the true hero",5.0,0.0,0.305,0.695,0.8442
257,★★★★,"No character development, minimal dialogue, thick accents, but somehow Christopher Nolan has still crafted an intense film about the tragic events of Dunkirk. That is due to Nolan's framing and camera work that brings out the most of his actors and environment. Also, Hans Zimmer has entered a new level of scoring. When a film score composer makes you clench your butthole from just a scene where a character walks around on the beach with his intense scoring. He fucking deserves another Oscar.",4.0,0.067,0.898,0.035,-0.5719
258,★★★★★,wow chrisopher nolan has done it again WHAT A MAN,5.0,0.0,0.678,0.322,0.5859
259,★★★★★,is a masterful achievement in cinema that is remarkable in every way imaginable.,5.0,0.0,0.753,0.247,0.5574
260,★★★★½,OH MY GOD,4.5,0.0,0.488,0.512,0.2732
261,★★★★,Best sound effects of 2017.,4.0,0.0,0.488,0.512,0.6369
262,★★★★★,also this was my second watch but you know a movie has got me stressed when i start cursing in french,5.0,0.147,0.853,0.0,-0.4767
263,★★,"Nolan auf Oscar-Bait Tour. Wenn er es braucht, bitte.",2.0,0.0,1.0,0.0,0.0
264,★★½,"Got as much out of DUNKIRK as a montage-heavy IMAX nature doc. The entire piece conveys a new near-experiemental energy for Christopher Nolan, but not a fully successful or multi-expressive one. Setting intercutting timelines patched together no better as depthless, but technically winded immersive montages. Yet this explicit sensational structure makes it far too difficult for viewers to latch onto anything. Equally despairing and admiring as a meticulously orchestrated simulation piece sweeping audiences into the unvarnished winds of chaos and uncertainty of war, but the less-realized characterization undermines the notions of stakes, emotion and tension.",2.5,0.282,0.646,0.072,-0.9812
265,★★★★,Phenomenal,4.0,0.0,1.0,0.0,0.0
266,★★★★,As ever it's great to see christopher nolan's skillful direction at work but I dont think it's his best film but still an exciting cinematic experience,4.0,0.0,0.635,0.365,0.928
267,★★★★½,Best Nolan movie imo,4.5,0.0,0.417,0.583,0.6369
268,★★★★½,This is one of those movies that I have to watch again because purely of the breathtaking cinematography.,4.5,0.0,0.831,0.169,0.5046
269,★★★★,There are no faces in war. Nolan reminds us in one of the most thrilling and Nolan ways possible.,4.0,0.239,0.628,0.133,-0.4033
270,★★★★★,"Worried it wouldn't translate as well at home but it remains every bit as compelling, compulsive and extraordinary viewing as it did on the big screen. Technically astonishing and emotionally resonant, Dunkirk is exemplary filmmaking with fires on every cylinder -- and Christopher Nolan's finest for my money.",5.0,0.06,0.894,0.047,0.0882
271,★★★★,brilliant!,4.0,0.0,0.0,1.0,0.6239
272,★★★★★,Tom Hardy could have defeated the Germans with his bare hands.,5.0,0.209,0.608,0.182,-0.1027
273,★★★★★,"Similar to how the British and French were surrounded by their enemy, I was surrounded by my own enemy; people who talk nonstop during movies.",5.0,0.241,0.759,0.0,-0.7906
274,★★★★★,i swear i can still hear that clock.,5.0,0.194,0.806,0.0,-0.0516
275,★★★★,Just a shame we'll have to wait another four or so years for another Nolan movie.,4.0,0.181,0.819,0.0,-0.4767
276,★★★★½,"speechless. absolutely incredible. nolan, you fucking did it",4.5,0.0,1.0,0.0,0.0
277,★★,"I was bored from beginning to end, I didn't care about anything or anyone (but how can you when you can't tell all these white men apart) and even if I found some redeeming stuff (the cinematography comes to mind) I still couldn't enjoy this.",2.0,0.162,0.838,0.0,-0.7473
278,★★½,despacito,2.5,0.0,1.0,0.0,0.0
279,★★★★,"I'm sad that people are selling this as a war film. It's not a war film. It's a tense, gripping and humane film about survival. A great one at that.",4.0,0.346,0.547,0.107,-0.8481
280,★★★★½,a thrilling and breathtaking marvel. i appreciated it so much more the second time around.,4.5,0.0,0.425,0.575,0.9042
281,★★½,why do directors keep making tom hardy cover his face,2.5,0.0,0.769,0.231,0.4019
282,★★★★,Ich lieb die Ruhe in dem Film sehr.,4.0,0.358,0.642,0.0,-0.5994
283,★★★★★,Nolan really snapped with these cast choices huh,5.0,0.0,1.0,0.0,0.0
284,★★★★★,its literally as good as the first time maybe even better CHRISTOPHER NOLAN I LOVE YOU,5.0,0.0,0.528,0.472,0.8941
285,★★★★★,Kenneth Branagh: This is a gays only event! Go home!,5.0,0.0,1.0,0.0,0.0
286,★★★★★,"I searched for ""intensity"" in the dictionary and found the poster of Dunkirk (2017)",5.0,0.0,1.0,0.0,0.0
287,★★★★½,is the movie that makes me afraid to go back in the water...,4.5,0.0,1.0,0.0,0.0
288,★★★★,Rating: 4/5,4.0,0.0,1.0,0.0,0.0
289,★★★★★,"Full review on Episode 231, coming soon.",5.0,0.0,1.0,0.0,0.0
290,★★★★★,Panic Attack! At The Imax,5.0,0.69,0.31,0.0,-0.7712
291,★★★★★,there are white men EVERYWHERE,5.0,0.0,1.0,0.0,0.0
292,★★★★½,Easily the most underrated Christopher Nolan movie and some of his best work.,4.5,0.0,0.625,0.375,0.765
293,★★★★,HARRY STYLES,4.0,0.0,1.0,0.0,0.0
294,★★★★★,READ THE FULL REVIEW AT INDIEWIRE,5.0,0.0,1.0,0.0,0.0
295,★★★,Felt like a big budget documentary dramatization on the concept that war is in fact still a really bad time.,3.0,0.305,0.595,0.099,-0.7346
296,★★★,The score was so damn loud and aggressive that I felt as if Hans Zimmer was bashing my skull with a hammer for two hours straight,3.0,0.182,0.75,0.068,-0.4924
297,★★★★½,"IM THE ONLY ONE IN THE CINEMA THAT SHOUTED 'YOU'RE DOING AMAZING TOM HARDY"" BECAUSE THAT MAN DESERVE OSCAR BY HIS EYES ACTING",4.5,0.0,0.764,0.236,0.7579
298,★★★,could not tell who is who the entire movie because they literally all looked the same,3.0,0.0,1.0,0.0,0.0
299,★★,Y'all are just thirsty for Harry Styles. He's just one of countless twink bitches in this. What's the big deal?,2.0,0.17,0.83,0.0,-0.5994
300,★★★★,This is how my grandparents described how they got to school.,4.0,0.0,1.0,0.0,0.0
301,★★★★½,is a masterful experience.,4.5,0.0,1.0,0.0,0.0
302,★★★★★,"You can't spell ""hope"" without most of the letters in ""home""",5.0,0.0,1.0,0.0,0.0
303,★★★★★,noooo cillian don't be scared you're so sexy,5.0,0.0,0.496,0.504,0.7269
304,★★★★½,<9.1/10>,4.5,0.0,1.0,0.0,0.0
305,★★★★★,Getting to know when Nolan will announce plans for his next film.,5.0,0.0,1.0,0.0,0.0
306,★★★½,this was like a two hour long panic attack christopher why,3.5,0.403,0.44,0.157,-0.5994
307,★★★★★,The 4D experience of everyone drowning and me choking on Diet Coke,5.0,0.214,0.786,0.0,-0.4588
308,★★★½,"Short and sweet, seems like a different turn for Nolan but a highly realistic true story that holds the viewers attention right up until the last shot.",3.5,0.0,0.737,0.263,0.7825
309,★★★★,heroes of Dunkirk are the people who watched it without subtitles,4.0,0.0,0.752,0.248,0.5106
310,★★★★,War is ugly. Humanity is beautiful. Dunkirk shows both on epic proportions. This is probably one of the better war films in recent years and it does deserve the hype.,4.0,0.259,0.583,0.159,-0.6486
311,★★★★½,"can't say anything that hasn't been said already, but this is near flawless. so transcendently fluent, and so fantastic.",4.5,0.0,0.61,0.39,0.9165
312,★★★★,whenever i lost harry styles in the sea of white men i just looked for the widest forehead. worked every time,4.0,0.113,0.887,0.0,-0.3182
313,★★★★½,"Ok I was already pretty sure of this, but this 2nd viewing reassured me that this film far and away marks the best IMAX experience I've ever had. And yes I saw Gravity in IMAX too.",4.5,0.0,0.605,0.395,0.9535
314,★★★★★,"Just when I thought the Apes would wind up winning the summer, in comes Christopher Nolan to snatch the shit away! An absolute pleasure to see his latest work in IMAX and I look forward to seeing it again tomorrow in regular 70mm!",5.0,0.0,0.765,0.235,0.9133
315,★★★★★,"The shot of the soldier just walking into the ocean, is the best.",5.0,0.0,0.741,0.259,0.6369
316,★★★★,no one gets the unintentional homoerotic tension like christopher nolan,4.0,0.321,0.5,0.179,-0.25
317,★★★★½,Watched on my projector at home and I really got to pay more attention to the grain of the film stock used and the changes from 35mm to 70mm IMAX,4.5,0.056,0.944,0.0,-0.1689
318,★★★½,me @ me: you actually thought you'd enjoy a war movie JUST because chris nolan directed it.... you played yourself...,3.5,0.159,0.612,0.229,0.1779
319,★★★★★,"This was INCREDIBLE in 4K, holy crap.",5.0,0.302,0.698,0.0,-0.3818
320,★★★★★,"spitfire planes, every year we go to weymouth on holiday and we have seen the spitfire's so many times fly by !! also not to flex but we saw this movie being filmed in weymouth, we were like paparazzi near the weymouth harbour taking videos of the prop boats and all the set crew :)",5.0,0.0,0.843,0.157,0.8652
